,loss,min_data_in_leaf,num_leaves,feature_fraction,bagging_fraction,lambda_l1,lambda_l2,train_time
469,3.2617782519991336,7,39,0.835,0.313,1.9704546739447208,3.1355135348219734,0.7906340619083494
362,3.2621972313395697,6,50,0.6459999999999999,0.8390000000000001,1.3946786036183243,2.224728098710352,0.8901208210736513
89,3.2627931569367017,27,60,0.597,0.13,0.7948139045895,3.8216295311005055,1.8499190688598899
491,3.262837573991833,4,34,0.7859999999999999,0.955,0.11995948432625192,4.098037533838847,0.7899582870304585
432,3.2630224554349065,7,51,0.594,0.9209999999999999,1.5974399707944902,2.690301321268852,0.9841591988224536
100,3.2636525420081948,24,60,0.764,0.16399999999999998,0.19930333521585555,2.544074361554605,1.100385525962338
334,3.263944995595648,3,52,0.623,0.9520000000000001,0.6670049785711448,4.3482667017121575,0.9630674219224602
305,3.2647071146117845,9,55,0.752,0.855,1.1864736830609033,3.4334914167488706,0.9902554550208152
294,3.2655884821937966,8,61,0.7070000000000001,0.9359999999999999,0.21620036571316706,3.919869368236767,1.065419073915109
173,3.265743533546602,12,50,0.573,0.774,0.7329755544389341,1.7778087691982305,0.8610459519550204
366,3.2668161426734317,8,55,0.6809999999999999,0.986,1.6276838350827327,4.553419629988262,0.9762609340250492
489,3.267371405989528,1,32,0.795,0.8440000000000001,1.9435466435439448,3.4075697470670314,0.7508011360187083
213,3.2676605324927945,11,48,0.754,0.722,2.091493943973619,4.942761515843129,0.9343094320502132
385,3.2677888162294333,4,35,0.6659999999999999,0.9990000000000001,0.10421765764436143,3.4110581939691302,0.6817923949565738
129,3.268885671702635,20,43,0.8140000000000001,0.853,2.4036273744988907,3.935195457226012,0.8664173919241875
246,3.268983168043909,7,51,0.565,0.414,1.4789518966875068,2.134698660486981,1.0712503660470247
227,3.270460532736032,19,54,0.667,0.625,1.5437631223722368,0.9820694778249708,0.9050579390022904
440,3.270675557472522,8,45,0.779,0.9840000000000001,1.6761392547760725,3.7674887793060567,0.8918573658447713
68,3.270959101116377,16,47,0.594,0.243,0.33076965453621765,1.4407121080139538,0.7867642161436379
413,3.2714063793386816,4,51,0.639,0.812,1.2545388400187654,8.473544485757332,7.399852950125933
299,3.2714881284138646,10,58,0.47,0.912,0.4537307052346091,2.9912564620357847,0.9323753509670496
499,3.272682055889484,4,46,0.6890000000000001,0.972,1.5128481019454016,0.493404160057957,0.9082993699703366
372,3.273107824580564,5,32,0.664,0.927,1.3436027386019214,1.8429249762580224,0.980203680926934
331,3.2732708061361544,1,43,0.638,0.889,1.2938287302574667,4.940344103608201,0.9248145478777589
132,3.2733036074499218,19,37,0.8320000000000001,0.8270000000000001,0.8054980311055094,7.632518075653915,0.7640702270437032
232,3.2735315211427585,11,60,0.588,0.525,1.345089172304205,1.2378423866199375,0.9826783598400652
333,3.2735465182489007,1,37,0.7040000000000001,0.8540000000000001,0.9045543785267772,3.0822555646425878,0.757104174932465
